#time 		photoelectrons 	error 		visit 	orbit 	scan 	wave_center 	wave_start 	wave_end
0.395048218673 13983585.2202 2026013.27686 1.0085 0.0 2458059.9732 0.0 0.0 0.0
0.396746528472 14041985.4858 2034300.85744 1.0085 0.0 2458059.97527 0.0 0.0 1.0
0.398444982946 14024785.4282 2032103.85105 1.0085 0.0 2458059.97734 0.0 0.0 0.0
0.400143282056 14070647.3929 2038333.64507 1.0085 0.0 2458059.97942 0.0 0.0 1.0
0.401841728896 14054011.5883 2036429.64914 1.0085 0.0 2458059.98149 0.0 0.0 0.0
0.403540023807 14092083.9589 2041489.34699 1.0085 0.0 2458059.98356 0.0 0.0 1.0
0.40523846492 14070267.6601 2038704.82155 1.0085 0.0 2458059.98563 0.0 0.0 0.0
0.406936745325 14115099.2444 2044832.26694 1.0085 0.0 2458059.9877 0.0 0.0 1.0
0.408635172696 14091618.9023 2041622.39355 1.0085 0.0 2458059.98977 0.0 0.0 0.0
0.410333443177 14127765.4238 2046583.26166 1.0085 0.0 2458059.99185 0.0 0.0 1.0
0.412031861387 14101204.0637 2043160.53771 1.0085 0.0 2458059.99392 0.0 0.0 0.0
0.413730127668 14137278.4834 2047790.06019 1.0085 0.0 2458059.99599 0.0 0.0 1.0
0.447374666124 14078640.2945 2039431.67451 1.0085 0.0 2458060.03703 0.0 1.0 0.0
0.449073124797 14120545.6462 2045343.30074 1.0085 0.0 2458060.0391 0.0 1.0 1.0
0.450771430397 14099092.1577 2042733.92542 1.0085 0.0 2458060.04118 0.0 1.0 0.0
0.452469885252 14136185.4939 2047634.78282 1.0085 0.0 2458060.04325 0.0 1.0 1.0
0.454168184745 14108104.9918 2043982.96504 1.0085 0.0 2458060.04532 0.0 1.0 0.0
0.455866636546 14139126.9947 2048182.78165 1.0085 0.0 2458060.04739 0.0 1.0 1.0
0.457564931457 14107259.3218 2043918.80484 1.0085 0.0 2458060.04946 0.0 1.0 0.0
0.459263369135 14136533.7326 2047759.99847 1.0085 0.0 2458060.05153 0.0 1.0 1.0
0.460961650304 14106151.4428 2043893.00626 1.0085 0.0 2458060.05361 0.0 1.0 0.0
0.462660078057 14136852.0442 2047731.60495 1.0085 0.0 2458060.05568 0.0 1.0 1.0
0.464358353118 14105992.9065 2043742.79554 1.0085 0.0 2458060.05775 0.0 1.0 0.0
0.466056775909 14136545.5988 2047847.21578 1.0085 0.0 2458060.05982 0.0 1.0 1.0
0.467755039136 14104674.1834 2043599.7021 1.0085 0.0 2458060.06189 0.0 1.0 0.0
-0.498344183106 14077925.9377 2039333.07946 1.0085 0.0 2458060.10325 0.0 2.0 0.0
-0.49664587598 14118338.2574 2045162.77684 1.0085 0.0 2458060.10532 0.0 2.0 1.0
-0.494947414635 14094299.1528 2041959.04407 1.0085 0.0 2458060.10739 0.0 2.0 0.0
-0.49324910789 14121539.6091 2045596.65041 1.0085 0.0 2458060.10946 0.0 2.0 1.0
-0.491550656852 14089406.5781 2041134.22982 1.0085 0.0 2458060.11154 0.0 2.0 0.0
-0.489852361177 14116969.3632 2045004.37798 1.0085 0.0 2458060.11361 0.0 2.0 1.0
-0.488153918537 14087065.8049 2041131.5128 1.0085 0.0 2458060.11568 0.0 2.0 0.0
-0.486455628588 14111463.2558 2044122.12652 1.0085 0.0 2458060.11775 0.0 2.0 1.0
-0.484757192055 14078153.5546 2039616.42956 1.0085 0.0 2458060.11982 0.0 2.0 0.0
