#time 		photoelectrons 	error 		visit 	orbit 	scan 	wave_center 	wave_start 	wave_end
0.395048218673 8192985.44078 170301.705716 0.86 0.0 2458059.9732 0.0 0.0 0.0
0.396746528472 8229512.47001 171045.126663 0.86 0.0 2458059.97527 0.0 0.0 1.0
0.398444982946 8215181.19167 170762.428616 0.86 0.0 2458059.97734 0.0 0.0 0.0
0.400143282056 8246501.57381 171377.973844 0.86 0.0 2458059.97942 0.0 0.0 1.0
0.401841728896 8232568.10993 171125.763711 0.86 0.0 2458059.98149 0.0 0.0 0.0
0.403540023807 8260517.92599 171661.183998 0.86 0.0 2458059.98356 0.0 0.0 1.0
0.40523846492 8247636.13166 171425.429699 0.86 0.0 2458059.98563 0.0 0.0 0.0
0.406936745325 8275318.00813 171969.863631 0.86 0.0 2458059.9877 0.0 0.0 1.0
0.408635172696 8258702.46775 171634.334454 0.86 0.0 2458059.98977 0.0 0.0 0.0
0.410333443177 8284782.074 172143.923553 0.86 0.0 2458059.99185 0.0 0.0 1.0
0.412031861387 8267605.43256 171827.843249 0.86 0.0 2458059.99392 0.0 0.0 0.0
0.413730127668 8288789.3852 172217.880293 0.86 0.0 2458059.99599 0.0 0.0 1.0
0.447374666124 8253079.48139 171498.145137 0.86 0.0 2458060.03703 0.0 1.0 0.0
0.449073124797 8281294.4228 172070.951252 0.86 0.0 2458060.0391 0.0 1.0 1.0
0.450771430397 8267546.35205 171819.937711 0.86 0.0 2458060.04118 0.0 1.0 0.0
0.452469885252 8289824.87406 172236.111674 0.86 0.0 2458060.04325 0.0 1.0 1.0
0.454168184745 8272634.27583 171919.071343 0.86 0.0 2458060.04532 0.0 1.0 0.0
0.455866636546 8294982.82298 172356.537563 0.86 0.0 2458060.04739 0.0 1.0 1.0
0.457564931457 8275956.54051 171986.830405 0.86 0.0 2458060.04946 0.0 1.0 0.0
0.459263369135 8295859.99035 172365.383451 0.86 0.0 2458060.05153 0.0 1.0 1.0
0.460961650304 8278750.68886 172059.468743 0.86 0.0 2458060.05361 0.0 1.0 0.0
0.462660078057 8296519.57564 172368.728087 0.86 0.0 2458060.05568 0.0 1.0 1.0
0.464358353118 8276706.24743 172003.019128 0.86 0.0 2458060.05775 0.0 1.0 0.0
0.466056775909 8295572.21072 172365.577567 0.86 0.0 2458060.05982 0.0 1.0 1.0
0.467755039136 8276333.75548 171998.659938 0.86 0.0 2458060.06189 0.0 1.0 0.0
-0.498344183106 8258502.54219 171613.881608 0.86 0.0 2458060.10325 0.0 2.0 0.0
-0.49664587598 8284895.98339 172152.784147 0.86 0.0 2458060.10532 0.0 2.0 1.0
-0.494947414635 8268509.42622 171829.457272 0.86 0.0 2458060.10739 0.0 2.0 0.0
-0.49324910789 8287982.95083 172203.630809 0.86 0.0 2458060.10946 0.0 2.0 1.0
-0.491550656852 8266212.16983 171761.358326 0.86 0.0 2458060.11154 0.0 2.0 0.0
-0.489852361177 8285519.13992 172159.295073 0.86 0.0 2458060.11361 0.0 2.0 1.0
-0.488153918537 8265704.7402 171791.331905 0.86 0.0 2458060.11568 0.0 2.0 0.0
-0.486455628588 8281531.96428 172063.352388 0.86 0.0 2458060.11775 0.0 2.0 1.0
-0.484757192055 8260415.32643 171656.224429 0.86 0.0 2458060.11982 0.0 2.0 0.0
-0.483058915849 8280201.08177 172042.887098 0.86 0.0 2458060.12189 0.0 2.0 1.0
-0.481360493059 8263356.64732 171728.241418 0.86 0.0 2458060.12397 0.0 2.0 0.0
-0.479662226778 8283374.71138 172103.964094 0.86 0.0 2458060.12604 0.0 2.0 1.0
-0.477963812004 8268656.44844 171825.70544 0.86 0.0 2458060.12811 0.0 2.0 0.0
-0.44406318083 8260893.43276 171643.832728 0.86 0.0 2458060.16946 0.0 3.0 0.0
-0.442364722539 8285350.07334 172126.998773 0.86 0.0 2458060.17154 0.0 3.0 1.0
