#time 		photoelectrons 	error 		visit 	orbit 	scan 	wave_center 	wave_start 	wave_end
0.395048218673 13940784.5969 2259336.32636 0.964473684211 0.0 2458059.9732 0.0 0.0 0.0
0.396746528472 14008733.5635 2270888.14733 0.964473684211 0.0 2458059.97527 0.0 0.0 1.0
0.398444982946 13984724.0532 2267245.53871 0.964473684211 0.0 2458059.97734 0.0 0.0 0.0
0.400143282056 14035778.5361 2275365.85053 0.964473684211 0.0 2458059.97942 0.0 0.0 1.0
0.401841728896 14010311.9479 2271424.2961 0.964473684211 0.0 2458059.98149 0.0 0.0 0.0
0.403540023807 14062360.2169 2279688.70254 0.964473684211 0.0 2458059.98356 0.0 0.0 1.0
0.40523846492 14033122.4349 2275157.46851 0.964473684211 0.0 2458059.98563 0.0 0.0 0.0
0.406936745325 14082317.4098 2282899.69038 0.964473684211 0.0 2458059.9877 0.0 0.0 1.0
0.408635172696 14048418.0587 2277594.82357 0.964473684211 0.0 2458059.98977 0.0 0.0 0.0
0.410333443177 14095364.7033 2284998.98615 0.964473684211 0.0 2458059.99185 0.0 0.0 1.0
0.412031861387 14059758.8703 2279345.648 0.964473684211 0.0 2458059.99392 0.0 0.0 0.0
0.413730127668 14101175.0826 2285863.95515 0.964473684211 0.0 2458059.99599 0.0 0.0 1.0
0.447374666124 14035215.1124 2273971.823 0.964473684211 0.0 2458060.03703 0.0 1.0 0.0
0.449073124797 14090594.3666 2283763.89886 0.964473684211 0.0 2458060.0391 0.0 1.0 1.0
0.450771430397 14059222.8387 2279016.34482 0.964473684211 0.0 2458060.04118 0.0 1.0 0.0
0.452469885252 14104242.1325 2286254.33624 0.964473684211 0.0 2458060.04325 0.0 1.0 1.0
0.454168184745 14066645.7925 2280396.82119 0.964473684211 0.0 2458060.04532 0.0 1.0 0.0
0.455866636546 14103416.3376 2286165.56589 0.964473684211 0.0 2458060.04739 0.0 1.0 1.0
0.457564931457 14069721.3849 2281014.17802 0.964473684211 0.0 2458060.04946 0.0 1.0 0.0
0.459263369135 14104708.6003 2286438.58192 0.964473684211 0.0 2458060.05153 0.0 1.0 1.0
0.460961650304 14071149.3435 2281215.4572 0.964473684211 0.0 2458060.05361 0.0 1.0 0.0
0.462660078057 14106570.4413 2286755.61017 0.964473684211 0.0 2458060.05568 0.0 1.0 1.0
0.464358353118 14064442.9053 2280174.17909 0.964473684211 0.0 2458060.05775 0.0 1.0 0.0
0.466056775909 14098973.3921 2285500.95069 0.964473684211 0.0 2458060.05982 0.0 1.0 1.0
0.467755039136 14063839.9841 2279967.88863 0.964473684211 0.0 2458060.06189 0.0 1.0 0.0
-0.498344183106 14033302.4713 2273744.80364 0.964473684211 0.0 2458060.10325 0.0 2.0 0.0
-0.49664587598 14085305.6714 2283000.81463 0.964473684211 0.0 2458060.10532 0.0 2.0 1.0
-0.494947414635 14052388.8744 2278073.7209 0.964473684211 0.0 2458060.10739 0.0 2.0 0.0
-0.49324910789 14089628.9922 2283837.53536 0.964473684211 0.0 2458060.10946 0.0 2.0 1.0
-0.491550656852 14053104.3548 2278178.59637 0.964473684211 0.0 2458060.11154 0.0 2.0 0.0
-0.489852361177 14085208.7106 2283380.36091 0.964473684211 0.0 2458060.11361 0.0 2.0 1.0
-0.488153918537 14045425.0369 2277134.97381 0.964473684211 0.0 2458060.11568 0.0 2.0 0.0
-0.486455628588 14081033.5177 2282623.9023 0.964473684211 0.0 2458060.11775 0.0 2.0 1.0
-0.484757192055 14039520.6894 2276108.90188 0.964473684211 0.0 2458060.11982 0.0 2.0 0.0
-0.483058915849 14077778.2299 2282162.96382 0.964473684211 0.0 2458060.12189 0.0 2.0 1.0
-0.481360493059 14041072.4713 2276328.51113 0.964473684211 0.0 2458060.12397 0.0 2.0 0.0
-0.479662226778 14080631.0126 2282554.33868 0.964473684211 0.0 2458060.12604 0.0 2.0 1.0
-0.477963812004 14048828.8358 2277532.63067 0.964473684211 0.0 2458060.12811 0.0 2.0 0.0
-0.44406318083 14034308.4493 2273790.31135 0.964473684211 0.0 2458060.16946 0.0 3.0 0.0
-0.442364722539 14087151.5115 2283274.78416 0.964473684211 0.0 2458060.17154 0.0 3.0 1.0
-0.440666417321 14053752.487 2278129.83554 0.964473684211 0.0 2458060.17361 0.0 3.0 0.0
-0.438967963229 14092930.3307 2284392.67677 0.964473684211 0.0 2458060.17568 0.0 3.0 1.0
-0.43726965992 14061077.9791 2279545.37784 0.964473684211 0.0 2458060.17775 0.0 3.0 0.0
-0.435571208881 14096052.7143 2284990.21059 0.964473684211 0.0 2458060.17982 0.0 3.0 1.0
-0.433872918169 14059419.4857 2279175.26639 0.964473684211 0.0 2458060.18189 0.0 3.0 0.0
-0.432174480491 14098879.1832 2285490.50706 0.964473684211 0.0 2458060.18397 0.0 3.0 1.0
-0.430476200086 14063486.1275 2280002.27019 0.964473684211 0.0 2458060.18604 0.0 3.0 0.0
-0.428777772715 14098572.8901 2285405.10308 0.964473684211 0.0 2458060.18811 0.0 3.0 1.0
-0.427079497272 14066058.7812 2280402.14505 0.964473684211 0.0 2458060.19018 0.0 3.0 0.0
-0.425381075245 14104409.9624 2286365.26233 0.964473684211 0.0 2458060.19225 0.0 3.0 1.0
-0.423682812017 14068249.0641 2280700.5714 0.964473684211 0.0 2458060.19433 0.0 3.0 0.0
-0.389782041131 14044778.6697 2275347.08114 0.964473684211 0.0 2458060.23568 0.0 4.0 0.0
-0.388083730569 14098668.1183 2285004.0073 0.964473684211 0.0 2458060.23775 0.0 4.0 1.0
-0.386385269987 14068015.8318 2280447.89599 0.964473684211 0.0 2458060.23982 0.0 4.0 0.0
-0.384686967824 14108637.8119 2286921.54514 0.964473684211 0.0 2458060.2419 0.0 4.0 1.0
-0.382988517167 14075417.3078 2281799.96437 0.964473684211 0.0 2458060.24397 0.0 4.0 0.0
-0.381290222256 14114432.9197 2287987.46783 0.964473684211 0.0 2458060.24604 0.0 4.0 1.0
-0.379591779997 14080147.4771 2282533.62403 0.964473684211 0.0 2458060.24811 0.0 4.0 0.0
-0.377893490048 14115007.4572 2288085.37206 0.964473684211 0.0 2458060.25018 0.0 4.0 1.0
-0.376195053897 14081346.4469 2282820.19785 0.964473684211 0.0 2458060.25225 0.0 4.0 0.0
